Respondent_ID,Company_Size,Role,Region,Tech_Comfort,Sys_Integration_Issue,Manual_Error_Freq,RealTime_Insights,Maintenance_Cost_USD,Monthly_Orders,Avg_Sync_Latency_min,Insight_Delay_hours,Personalization_Level,Interest_In_DataSync,Budget_Willing_USD
200,Medium,Data/Analytics,Other,Medium,No,Medium,Limited,23491.0,11140,6.8,1.1,Basic,Maybe,3596.0
201,Medium,Ops Manager,India,Low,Yes,High,Limited,17870.097533789376,9162,1.976410448463445,3.472196609062661,Basic,Yes,6788.658638382088
202,Small,CTO/Tech Lead,UAE,High,Yes,High,Available,18729.99944735177,6861,2.1411113191687323,1.9625459094702,Hyper,Yes,5874.475180844351
203,Small,CTO/Tech Lead,GCC,High,Yes,High,None,24676.958635969364,2448,0.8235043535264355,2.4154411193479386,Basic,Yes,11230.652617956479
204,Large,Ops Manager,GCC,High,No,Medium,Available,14666.0,12591,1.6,4.0,Basic,Yes,7081.0
205,Medium,Ops Manager,UAE,High,No,Medium,Limited,19560.0,12492,30.8,6.4,Segmented,Maybe,4721.0
206,Small,Founder/Owner,India,Low,Yes,High,None,20851.92569036577,6818,3.458718284811029,0.6038602798369846,Hyper,Yes,2411.777440683604
207,Small,Data/Analytics,Other,Medium,No,High,Limited,10457.0,12680,1.0,3.0,Basic,Maybe,3577.0
208,Medium,Ops Manager,Other,High,No,Medium,None,15438.0,734,5.8,2.6,Basic,No,6989.0
209,Small,Data/Analytics,UAE,Medium,Yes,Medium,Available,11764.515662087453,15872,5.1057269918639,0.6038602798369846,Basic,Maybe,7362.95337452759
210,Small,Ops Manager,UAE,Low,No,High,Limited,13953.0,1022,0.6,0.7,Basic,Yes,2318.0
211,Medium,Ops Manager,Other,High,Yes,Medium,Available,18343.18272895315,13218,3.1293165434004546,1.6606157695517076,Basic,Yes,2594.0932299361443
212,Medium,CTO/Tech Lead,India,Low,Yes,High,Available,17104.812659259736,10321,3.458718284811029,0.7548253497962307,Segmented,Maybe,7056.923299710826
213,Medium,Data/Analytics,UAE,Low,Yes,Medium,None,17657.209195965675,6332,9.223248759496077,1.2077205596739693,Basic,Maybe,3772.634581890065
214,Small,Data/Analytics,Other,Medium,Yes,High,Available,8756.250391663672,13320,0.5,1.3586856296332153,Basic,Yes,3958.85713805516
215,Medium,Founder/Owner,India,Medium,Yes,High,Limited,14925.837907417163,16711,2.1411113191687323,1.8115808395109536,Segmented,Maybe,8959.518786124836
216,Small,Founder/Owner,GCC,Medium,No,High,Limited,13865.0,7622,2.9,4.2,Basic,Yes,8965.0
217,Small,CTO/Tech Lead,GCC,Low,Yes,High,Limited,19816.703969183858,6342,2.1411113191687323,3.7741267489811534,Basic,Maybe,4397.717287898775
218,Medium,Ops Manager,UAE,High,Yes,Medium,None,12323.86933401639,1816,6.588034828211484,19.474494024742754,Basic,Maybe,6258.640593912203
219,Medium,Data/Analytics,UAE,Medium,Yes,Medium,Available,30840.98044354446,13700,4.282222638337465,2.4154411193479386,Hyper,Yes,6167.482699285933
220,Large,Founder/Owner,UAE,Low,No,Medium,Limited,9448.0,18008,1.8,4.2,Basic,No,4527.0
221,Medium,Ops Manager,India,High,Yes,High,None,27394.415654071883,15706,19.599403613929166,9.359834337473261,Hyper,Yes,6532.114277791014
222,Medium,CTO/Tech Lead,UAE,High,Yes,High,Limited,22052.727229855,19471,6.588034828211484,5.132812378614369,Segmented,Maybe,9342.38194355517
223,Small,Data/Analytics,UAE,High,Yes,High,None,14355.35281913143,1878,0.9882052242317225,2.4154411193479386,Basic,Maybe,4569.61503205117
224,Small,Ops Manager,UAE,High,Yes,High,Available,37814.81279107637,2019,5.435128733274474,6.340532938288338,Hyper,Maybe,2984.7699211915874
225,Small,Ops Manager,GCC,Medium,No,High,Limited,8288.0,8435,6.1,0.7,Basic,No,11442.0
226,Small,CTO/Tech Lead,Other,Medium,No,Low,Limited,19296.0,6593,4.9,1.2,Basic,Yes,8474.0
227,Large,CTO/Tech Lead,UAE,Low,Yes,High,Limited,27738.098134087923,5855,1.3176069656422968,3.6231616790219072,Segmented,Yes,3685.3834541763495
228,Small,Founder/Owner,UAE,Medium,No,High,None,10216.0,9583,14.4,2.6,Segmented,Maybe,5260.0
229,Large,Founder/Owner,India,Medium,Yes,High,Limited,32445.295825967503,6074,3.95282089692689,0.15096506995924616,Segmented,Maybe,10609.476678860325
230,Medium,Data/Analytics,UAE,Medium,No,High,Limited,12088.0,13824,0.7,8.7,Basic,Yes,7148.0
231,Medium,Ops Manager,UAE,High,Yes,High,Available,20864.44853376716,2757,1.3176069656422968,5.434742518532861,Basic,Maybe,8063.5669075123515
232,Medium,Data/Analytics,UAE,Medium,Yes,Medium,Limited,20629.297363229874,13911,0.6588034828211484,3.170266469144169,Segmented,Yes,5878.381947756905
233,Medium,Data/Analytics,UAE,Low,Yes,High,Limited,17616.857811672293,15733,10.70555659584366,12.228170666698936,Basic,Yes,15180.393966549012
234,Medium,Ops Manager,UAE,Low,No,Medium,None,18478.0,16387,0.5,1.7,Basic,Maybe,5489.0
235,Small,Ops Manager,UAE,Medium,Yes,High,Limited,25532.686268397963,2505,0.8235043535264355,17.813878255191046,Basic,Yes,4947.269166931432
236,Medium,Data/Analytics,UAE,Low,Yes,High,Limited,9236.292722050444,18900,12.517266173601818,3.3212315391034153,Basic,Maybe,9893.236078225345
237,Small,Ops Manager,Other,High,Yes,Medium,Available,31321.022773931232,11360,2.7999148019898805,0.6038602798369846,Hyper,Maybe,6715.732322681072
238,Small,Founder/Owner,UAE,Medium,No,Low,Available,6871.0,10570,0.5,4.3,Basic,Maybe,5854.0
239,Medium,CTO/Tech Lead,GCC,Medium,Yes,High,Available,28095.694884549954,9888,0.5,5.132812378614369,Hyper,Maybe,7084.270668098707
240,Small,Founder/Owner,GCC,Medium,No,Medium,Limited,20967.0,18656,0.6,4.4,Basic,Yes,6301.0
241,Large,Data/Analytics,UAE,High,No,High,None,8635.0,18635,1.0,9.1,Segmented,No,3013.0
242,Large,Ops Manager,GCC,Medium,Yes,High,Limited,15771.825550533564,15109,7.246838311032633,6.793428148166076,Basic,Yes,3098.0661616556663
243,Large,Founder/Owner,UAE,Medium,No,High,Limited,8585.0,16863,0.7,2.8,Basic,Maybe,10067.0
244,Small,Ops Manager,Other,Medium,Yes,High,Available,17057.504139743356,17423,0.8235043535264355,8.755974057636276,Basic,Yes,7250.959389701029
245,Small,Ops Manager,UAE,Medium,No,Medium,None,11811.0,15323,5.8,3.4,Basic,Maybe,7226.0
246,Large,CTO/Tech Lead,UAE,High,Yes,Medium,Limited,25392.152136893426,18345,7.246838311032633,2.4154411193479386,Segmented,Yes,2655.299244899497
247,Medium,Founder/Owner,UAE,High,No,Low,Available,22564.0,9047,2.3,6.5,Hyper,No,8378.0
248,Large,Ops Manager,Other,Medium,No,Medium,Limited,23348.0,12015,3.2,0.8,Segmented,Yes,3787.0
249,Large,CTO/Tech Lead,GCC,High,No,High,Limited,10669.0,734,1.5,3.8,Basic,Yes,3284.0
250,Large,Ops Manager,GCC,High,No,Low,Available,12287.0,15062,2.6,6.4,Basic,Yes,4761.0
251,Small,CTO/Tech Lead,UAE,High,Yes,High,Limited,9479.792454855331,18432,4.611624379748038,5.887637728410599,Basic,Yes,3924.998491479688
252,Small,Data/Analytics,India,High,Yes,High,Limited,13466.23093763245,7980,3.294017414105742,5.434742518532861,Segmented,Maybe,6395.377435851608
253,Large,Ops Manager,UAE,Medium,No,Low,Available,19652.0,4713,9.5,4.2,Segmented,Maybe,4591.0
254,Small,Ops Manager,India,Medium,Yes,High,None,35474.43250206028,10793,0.5,2.8683363292256767,Hyper,Maybe,10876.439084551545
255,Small,Data/Analytics,UAE,Medium,Yes,High,None,11345.696121663052,2173,10.046753113022513,9.359834337473261,Basic,Maybe,13639.825547365048
256,Medium,CTO/Tech Lead,UAE,High,No,High,Limited,10541.0,2600,0.5,0.7,Segmented,No,10309.0
257,Large,Founder/Owner,UAE,Low,No,High,Limited,13219.0,12349,6.4,0.4,Basic,Maybe,1584.0
258,Medium,Founder/Owner,UAE,High,No,Medium,Limited,14944.0,18699,3.8,1.0,Segmented,Yes,3079.0
259,Medium,Ops Manager,GCC,High,Yes,High,Limited,13446.75095900806,4341,12.187864432191246,3.472196609062661,Segmented,Maybe,2052.354884728596
260,Small,Ops Manager,UAE,Low,No,Medium,Limited,15829.0,10697,0.5,2.1,Segmented,Maybe,2706.0
261,Medium,Ops Manager,India,High,Yes,High,Available,15379.44312395655,8516,5.435128733274474,7.8501836378808,Segmented,Yes,4625.61202446445
262,Large,Founder/Owner,UAE,Low,No,High,Limited,13283.0,7511,2.8,1.6,Basic,Yes,6035.0
263,Small,Founder/Owner,GCC,Medium,Yes,High,None,23129.691762374896,4993,8.070342664559067,3.019301399184923,Segmented,Yes,4935.548866193768
264,Medium,Founder/Owner,UAE,High,No,Medium,Limited,13394.0,17558,3.1,0.1,Basic,Yes,3843.0
265,Large,CTO/Tech Lead,UAE,Low,No,Low,Available,11220.0,9078,3.1,1.6,Segmented,No,5382.0
266,Medium,Ops Manager,GCC,High,Yes,High,None,17792.17761929181,2658,3.6234191555163164,4.6799171687366306,Basic,Maybe,2723.0165380504404
267,Medium,CTO/Tech Lead,UAE,High,No,High,Available,12896.0,19545,1.5,0.1,Segmented,Yes,3232.0
268,Medium,CTO/Tech Lead,UAE,Medium,Yes,Medium,Limited,16032.022407873641,2564,4.282222638337465,1.5096506995924615,Hyper,Maybe,4975.918790956831
269,Small,Data/Analytics,India,Low,No,Medium,Available,12046.0,3753,0.5,0.7,Hyper,Yes,4442.0
270,Small,CTO/Tech Lead,Other,Medium,No,Medium,Limited,25323.0,13328,13.0,0.1,Segmented,Yes,5108.0
271,Large,CTO/Tech Lead,UAE,Medium,Yes,High,None,23264.660185701032,1901,8.235043535264355,3.019301399184923,Segmented,Yes,13553.87667528885
272,Large,Ops Manager,UAE,High,No,High,Limited,11870.0,15693,12.2,0.6,Segmented,Maybe,7740.0
273,Large,CTO/Tech Lead,GCC,Medium,No,High,Available,17655.0,12596,1.0,4.1,Segmented,Yes,3345.0
274,Large,Ops Manager,UAE,Medium,Yes,Medium,None,16265.782151366331,4714,13.999574009949402,8.60500898767703,Hyper,Yes,5616.628564615758
275,Medium,Data/Analytics,UAE,Medium,Yes,High,None,29719.490245597386,11523,10.870257466548948,3.6231616790219072,Basic,Yes,5427.8014971756265
276,Medium,Data/Analytics,UAE,Medium,No,Medium,None,15489.0,12450,4.5,12.0,Hyper,Maybe,3801.0
277,Medium,Founder/Owner,India,High,No,High,Available,12798.0,11204,3.9,1.8,Hyper,Yes,5632.0
278,Medium,Data/Analytics,GCC,Low,No,Medium,Limited,15980.0,10843,1.5,2.2,Segmented,Maybe,1939.0
279,Medium,CTO/Tech Lead,UAE,High,No,Medium,None,7127.0,12367,6.8,13.6,Basic,Yes,7634.0
280,Medium,Founder/Owner,UAE,Medium,Yes,Medium,None,11845.218430674215,3245,4.611624379748038,1.2077205596739693,Basic,Maybe,14926.454117232974
281,Large,CTO/Tech Lead,UAE,High,No,Low,Available,8287.0,4366,0.5,8.6,Hyper,Maybe,4294.0
282,Small,Data/Analytics,GCC,Medium,Yes,Medium,Available,19683.12697290232,12456,2.4705130605793064,0.15096506995924616,Basic,Yes,5538.49322636467
283,Small,CTO/Tech Lead,UAE,Medium,Yes,High,Limited,37173.36492351607,6318,18.117095777581582,2.7173712592664305,Hyper,Yes,6922.790969046457
284,Small,CTO/Tech Lead,UAE,High,Yes,Medium,None,45381.3930596076,19106,12.517266173601818,0.3019301399184923,Basic,Yes,10655.05562617346
285,Medium,Ops Manager,India,Low,Yes,High,Limited,23993.767957071086,16593,26.352139312845935,5.887637728410599,Basic,Yes,5442.126309188327
286,Small,Founder/Owner,UAE,High,Yes,Medium,Limited,22712.263648995093,19676,6.588034828211484,4.2270219588588915,Hyper,Maybe,10209.684198142255
287,Medium,Founder/Owner,GCC,Medium,Yes,High,Available,9044.275789895735,15993,1.8117095777581582,5.585707588492108,Segmented,Yes,8170.351869788839
288,Medium,Founder/Owner,UAE,Low,No,High,Limited,10753.0,18408,0.7,1.4,Segmented,Yes,16007.0
289,Small,Founder/Owner,UAE,Medium,Yes,High,None,13565.022257799004,8724,1.3176069656422968,2.1135109794294458,Segmented,Maybe,5430.406008450664
290,Medium,Founder/Owner,UAE,High,Yes,High,Limited,14501.452658814364,4525,0.5,0.15096506995924616,Basic,Maybe,2383.1278166582047
291,Small,Founder/Owner,India,Low,Yes,High,None,17380.315214090406,19450,3.294017414105742,1.9625459094702,Segmented,Maybe,3126.7157856810654
292,Small,Ops Manager,India,Medium,Yes,Medium,None,15390.574540313344,19687,1.3176069656422968,11.926240526780447,Basic,Yes,6438.351871889708
293,Large,Founder/Owner,India,Medium,Yes,High,Available,8422.30790095983,6655,3.458718284811029,2.1135109794294458,Hyper,Maybe,10700.634573486595
294,Small,CTO/Tech Lead,UAE,Medium,Yes,Medium,Limited,25072.123916635577,14339,17.952394906876293,8.001148707840045,Hyper,Yes,4619.100746276859
295,Small,Data/Analytics,GCC,Low,Yes,High,Limited,12102.632433925093,1219,3.788120026221603,8.303078847758538,Basic,Maybe,5702.577436691956
296,Medium,CTO/Tech Lead,UAE,High,No,Low,None,14701.0,15390,8.4,1.4,Segmented,Yes,6922.0
297,Medium,Ops Manager,UAE,High,Yes,High,Limited,42615.236094944106,17856,6.093932216095623,4.528952098777385,Segmented,Maybe,3949.7413485925326
298,Small,Founder/Owner,India,High,Yes,High,Limited,12869.308735499333,19091,1.8117095777581582,0.4528952098777384,Basic,Yes,4714.1654078156835
299,Medium,Founder/Owner,UAE,High,Yes,Medium,None,6756.769728574414,4926,2.964615672695168,0.4528952098777384,Hyper,Yes,3569.4827024372344
300,Small,Founder/Owner,UAE,Low,No,Low,Limited,11916.0,13012,0.5,0.1,Basic,Yes,8858.0
